PID,Lot Area,Lot Config,Neighborhood,Bldg Type,Year Built,Central Air,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,SalePrice
907135020,9525,Inside,CollgCr,1Fam,1995,Y,1099,1,1,3,6,0,,1,144000
907135260,9245,Inside,CollgCr,1Fam,1994,Y,990,1,0,3,5,0,,2,145000
907175080,8696,Inside,CollgCr,1Fam,1997,Y,1418,2,0,3,5,1,TA,2,226001
907176010,13142,Corner,CollgCr,1Fam,1997,Y,1771,2,1,3,6,0,,2,215700
907181120,8998,Inside,CollgCr,1Fam,2000,Y,1652,2,1,3,6,0,,2,207500
907181140,9179,Inside,CollgCr,1Fam,1999,Y,1790,2,1,3,7,0,,2,193000
907187030,8924,CulDSac,CollgCr,1Fam,1998,Y,1724,2,1,3,8,0,,2,188000
907187080,9382,CulDSac,CollgCr,1Fam,1999,Y,1479,2,0,3,6,0,,2,191000
907192130,12803,Inside,CollgCr,1Fam,2002,Y,1494,2,0,3,6,1,TA,2,221000
907194020,12435,Inside,CollgCr,1Fam,2001,Y,1792,2,1,3,7,1,TA,2,231500
907196040,12192,Inside,CollgCr,1Fam,2000,Y,1823,2,1,3,6,0,,2,235000
907196050,11250,Inside,CollgCr,1Fam,2001,Y,1786,2,1,3,6,1,TA,2,223500
907200110,9200,CulDSac,CollgCr,1Fam,1975,Y,938,1,0,3,5,0,,1,130250
907201060,8385,Inside,CollgCr,1Fam,1977,Y,985,2,0,3,6,0,,1,149900
907202010,12250,Inside,CollgCr,1Fam,1978,Y,1174,1,0,3,5,0,,2,158000
907202160,10970,Inside,CollgCr,1Fam,1978,Y,1026,1,0,3,5,0,,2,147000
907202190,9216,Inside,CollgCr,1Fam,1975,Y,1076,1,1,3,5,1,Fa,2,143195
907202240,14330,CulDSac,CollgCr,1Fam,1975,Y,1558,2,0,2,5,0,,2,163000
907203090,7990,Inside,CollgCr,1Fam,1975,Y,924,1,0,3,5,0,,1,110000
907227050,7180,Inside,CollgCr,1Fam,1972,Y,864,1,0,3,5,0,,1,127000
907227300,7200,Inside,CollgCr,1Fam,1972,Y,780,1,0,2,4,0,,1,124900
907250020,9742,Inside,CollgCr,1Fam,2002,Y,1795,2,0,3,7,1,Gd,2,230000
907251090,9473,Inside,CollgCr,1Fam,2002,Y,2031,2,1,3,7,1,Gd,2,237000
907253060,10316,Inside,CollgCr,1Fam,2000,Y,1865,2,1,3,7,1,TA,3,235000
907253110,10400,Inside,CollgCr,1Fam,2001,Y,2161,2,1,3,8,1,TA,2,230500
907254020,9066,Inside,CollgCr,1Fam,1999,Y,1852,2,1,3,7,2,TA,3,230000
907254090,11404,Inside,CollgCr,1Fam,1998,Y,2031,2,1,3,8,1,TA,2,222500
907255020,9240,Inside,CollgCr,1Fam,2001,Y,2263,2,1,3,7,1,TA,2,287000
907255030,9720,CulDSac,CollgCr,1Fam,2001,Y,1947,2,1,3,7,1,TA,3,274000
907255060,14860,CulDSac,CollgCr,1Fam,2002,Y,1786,2,0,3,6,1,Gd,3,300000
907260010,11250,Corner,CollgCr,1Fam,2002,Y,2290,2,1,4,9,1,Gd,2,255900
907262030,8158,Inside,CollgCr,1Fam,2003,Y,1768,2,1,3,8,0,,2,224900
907262060,10905,CulDSac,CollgCr,1Fam,2003,Y,2327,2,1,4,9,1,Gd,2,240000
907262070,7226,CulDSac,CollgCr,1Fam,2003,Y,1640,2,1,3,6,0,,2,183000
907265100,11690,Inside,CollgCr,1Fam,1999,Y,1764,2,1,3,7,1,TA,2,207000
907285080,8750,Inside,CollgCr,1Fam,1994,Y,1908,2,1,4,8,1,TA,2,210000
907290150,4435,Inside,CollgCr,TwnhsE,2003,Y,848,1,0,1,3,0,,2,136500
907290250,4426,Inside,CollgCr,TwnhsE,2004,Y,848,1,0,1,3,0,,2,145000
907295020,13125,Inside,CollgCr,1Fam,1997,Y,1493,2,0,3,7,1,TA,2,208900
907295100,10126,Corner,CollgCr,Duplex,1997,Y,1838,2,0,2,8,0,,3,185000
907405020,9135,Inside,CollgCr,1Fam,2002,Y,1536,2,0,3,7,0,,2,214000
907405140,8450,Inside,CollgCr,1Fam,2003,Y,1710,2,1,3,8,0,,2,208500
907412040,9750,Inside,CollgCr,1Fam,2004,Y,1445,2,0,3,6,0,,2,186500
907412070,8450,Inside,CollgCr,1Fam,2004,Y,1436,2,0,3,8,0,,2,210000
907412080,8320,Inside,CollgCr,1Fam,2004,Y,1582,2,1,3,6,0,,2,185900
907412090,11049,Corner,CollgCr,1Fam,2007,Y,1234,2,0,3,7,0,,2,179900
907418010,11058,Corner,CollgCr,1Fam,2007,Y,1564,2,0,3,6,0,,3,218836
907418040,9627,Inside,CollgCr,1Fam,2007,Y,1361,2,0,3,6,0,,2,193000
907420080,8199,Inside,CollgCr,1Fam,2005,Y,1456,2,1,3,7,1,Gd,2,189000
907425010,4426,Inside,CollgCr,TwnhsE,2004,Y,848,1,0,1,3,1,TA,2,149300
907425015,4426,Inside,CollgCr,TwnhsE,2004,Y,848,1,0,1,3,1,TA,2,141000
907425030,4438,Inside,CollgCr,TwnhsE,2004,Y,848,1,0,1,3,1,Gd,2,149000
907425035,4438,Inside,CollgCr,TwnhsE,2004,Y,848,1,0,1,4,1,Gd,2,144500
908102030,8777,Inside,Edwards,1Fam,1910,Y,796,1,0,2,4,0,,0,85000
908102040,8777,Inside,Edwards,Duplex,1900,Y,2200,2,2,4,9,0,,0,145900
908102140,9825,Inside,Edwards,1Fam,1966,Y,1092,1,0,3,6,0,,1,123000
908102260,9937,Inside,Edwards,1Fam,1965,Y,1256,1,1,3,6,0,,1,147500
908103260,12102,Inside,Edwards,1Fam,1976,Y,1033,1,0,3,6,0,,2,165000
908103280,6500,Inside,Edwards,1Fam,1976,Y,1127,1,1,3,6,1,Po,2,135000
908127120,13907,Inside,Edwards,1Fam,1940,Y,996,1,0,3,6,1,Gd,0,108000
908128050,10012,Inside,Edwards,1Fam,1972,Y,1181,2,0,3,6,0,,2,137500
908128110,6931,Inside,Edwards,1Fam,2003,Y,1656,2,1,3,7,1,Gd,2,165400
908151040,9638,CulDSac,Edwards,1Fam,1977,Y,1117,1,0,3,6,1,Fa,2,147000
908152110,7200,Inside,Edwards,1Fam,1976,Y,1398,1,1,3,6,1,TA,2,160500
908152270,7024,Inside,Edwards,1Fam,2005,Y,1132,1,1,2,5,0,,2,176000
908154080,47007,Inside,Edwards,1Fam,1959,Y,3820,3,1,5,11,2,Gd,2,284700
908154235,63887,Corner,Edwards,1Fam,2008,Y,5642,2,1,3,12,3,Gd,2,160000
908186040,3675,Inside,Edwards,TwnhsE,2005,Y,1072,1,0,2,5,0,,2,148000
908201100,6040,Inside,Edwards,Duplex,1955,N,1152,2,0,2,6,0,,0,82000
908201110,6012,Corner,Edwards,Duplex,1955,N,1152,2,0,2,6,0,,0,82000
908201120,12108,Inside,Edwards,Duplex,1955,N,1440,2,0,4,8,0,,0,118000
908204160,6845,Inside,Edwards,Duplex,1955,N,1152,2,0,2,6,0,,0,82500
908225170,6931,Inside,Edwards,2fmCon,1955,N,784,1,0,2,4,0,,0,91900
908226120,12180,Inside,Edwards,1Fam,1938,Y,1053,1,1,2,5,0,,0,120000
908250040,8050,Inside,Edwards,1Fam,1947,Y,1137,1,1,4,8,0,,0,96000
908250090,9520,Inside,Edwards,1Fam,1953,Y,930,1,0,2,5,0,,1,99000
908275130,11767,Inside,Edwards,1Fam,1946,Y,1200,1,0,3,6,0,,1,130500
908275180,8172,Inside,Edwards,1Fam,1954,Y,1470,2,0,4,7,0,,1,135000
908275280,16466,Inside,Edwards,1Fam,1955,Y,1393,1,1,3,8,0,,1,135500
908276140,7692,Inside,Edwards,1Fam,1954,Y,1204,1,0,3,6,0,,1,100000
909100150,5142,Inside,Edwards,1Fam,1923,Y,1292,1,1,3,6,0,,1,108000
909100170,5604,Inside,Edwards,1Fam,1925,N,864,1,0,2,5,0,,0,98000
909101060,8248,Inside,Edwards,1Fam,1914,N,864,1,0,2,5,0,,0,67000
909101180,5687,Inside,SWISU,2fmCon,1912,N,1716,2,0,6,9,0,,0,135900
909131170,12155,Inside,SWISU,1Fam,1925,N,1482,2,0,4,7,0,,1,140000
909175050,8400,Inside,SWISU,1Fam,1939,Y,2192,2,1,4,8,1,Gd,1,179500
909175100,8400,Inside,SWISU,1Fam,1925,Y,1694,2,0,4,7,1,Gd,2,136500
909177120,7290,Corner,SWISU,1Fam,1921,Y,1424,2,0,2,7,1,Gd,1,168000
909201110,8525,Inside,SWISU,1Fam,1911,N,1964,1,1,4,7,0,,0,130000
909250040,9842,Inside,SWISU,1Fam,1921,Y,2601,3,1,4,8,0,,2,189000
909250230,7804,Inside,SWISU,Duplex,1930,Y,1920,2,2,4,10,2,Gd,2,161900
909251080,8969,Inside,Crawfor,1Fam,1926,Y,1316,1,0,2,6,1,Gd,1,145000
909251090,11526,Inside,Crawfor,1Fam,1922,Y,2555,2,0,3,11,1,Gd,2,191000
909252110,15576,Inside,Crawfor,1Fam,1915,Y,1680,2,0,4,8,0,,1,177000
909252220,15564,Inside,Crawfor,1Fam,1914,Y,1264,1,0,3,6,0,,2,147500
909253190,6292,Inside,SWISU,1Fam,1930,N,790,1,0,2,4,0,,1,91000
909254050,7609,Corner,Crawfor,1Fam,1925,Y,1512,2,0,3,7,1,Gd,1,231000
909256060,10480,Inside,SWISU,1Fam,1936,Y,1639,1,0,3,6,0,,1,115000
909275040,9650,Corner,Crawfor,1Fam,1923,Y,1603,1,0,4,7,1,Gd,2,138000
909275050,7200,Inside,Crawfor,1Fam,1931,Y,1502,1,1,3,6,1,Gd,1,149000
909276170,11988,Inside,Crawfor,1Fam,1934,Y,1660,1,1,3,6,1,Gd,1,188700
909277040,11700,Inside,Crawfor,1Fam,1937,Y,1938,2,0,4,7,1,Gd,1,198000
909277070,9260,Inside,Crawfor,1Fam,1938,Y,1374,1,0,3,6,0,,1,110000
909281030,7801,Corner,Crawfor,1Fam,1951,N,1091,1,0,2,5,1,TA,1,104000
909281110,9670,Inside,Crawfor,1Fam,1935,Y,1873,1,1,4,9,2,Gd,2,257076
909282030,14100,Inside,Crawfor,1Fam,1935,Y,3447,3,1,4,11,2,Gd,3,381000
909425010,15660,Corner,Crawfor,1Fam,1939,Y,1954,1,1,3,8,2,TA,2,311500
909425085,12392,Inside,Crawfor,1Fam,1950,Y,2161,2,1,3,8,2,TA,2,263400
909428170,26073,CulDSac,Crawfor,1Fam,1956,Y,1898,2,1,3,7,2,TA,2,236500
909428190,14778,CulDSac,Crawfor,1Fam,1954,Y,1640,1,0,3,7,1,Gd,2,224000
909451020,1879,CulDSac,Blueste,Twnhs,1980,Y,1032,1,0,2,5,1,TA,2,116500
909451150,1950,Inside,Blueste,Twnhs,1980,Y,1556,2,1,3,6,1,TA,2,151000
910200080,7000,Inside,IDOTRR,1Fam,1926,Y,919,1,0,2,5,0,,1,126000
910201130,6000,Inside,IDOTRR,1Fam,1940,Y,1090,1,0,3,5,0,,1,120000
910202050,3636,Inside,IDOTRR,1Fam,1922,N,796,1,0,2,5,0,,0,55000
910202100,5890,Corner,IDOTRR,1Fam,1930,Y,816,1,0,2,5,0,,1,120500
910203020,6900,Inside,IDOTRR,1Fam,1940,Y,778,1,0,2,4,1,Gd,1,120500
910203090,8155,Inside,IDOTRR,1Fam,1930,Y,1200,1,0,4,7,0,,0,119000
910205010,6000,Inside,IDOTRR,1Fam,1967,Y,1656,1,1,3,7,1,Po,1,126000
910206110,7392,Inside,IDOTRR,1Fam,1930,Y,912,1,0,2,5,0,,1,99500
910226040,9000,Inside,IDOTRR,1Fam,1958,Y,1955,2,0,4,7,0,,1,165500
910251050,14584,Inside,IDOTRR,1Fam,1952,N,733,1,0,2,4,0,,2,13100
911102090,5280,Corner,IDOTRR,1Fam,1895,N,1361,1,0,2,6,0,,1,89000
911102170,8500,Inside,IDOTRR,1Fam,1920,N,1317,1,0,3,6,0,,1,40000
911102180,5150,Corner,IDOTRR,1Fam,1910,N,1049,1,0,2,5,0,,1,80900
911226010,18000,Inside,IDOTRR,1Fam,1935,Y,894,1,0,2,6,0,,3,81000
911226030,9000,Inside,IDOTRR,1Fam,1920,Y,864,1,1,3,5,0,,1,65000
911370410,5587,Inside,Crawfor,TwnhsE,2008,Y,1652,2,0,2,5,1,Gd,2,392500
911370490,3843,Inside,Crawfor,TwnhsE,2007,Y,1648,2,0,2,5,1,Gd,2,294464
911370520,3811,Inside,Crawfor,TwnhsE,2004,Y,1646,2,0,2,5,1,Gd,2,250000
911370540,3842,Inside,Crawfor,TwnhsE,2004,Y,1646,2,0,2,5,1,Gd,2,275000
914453045,23730,Inside,Mitchel,1Fam,1996,Y,2032,3,0,3,7,0,,3,300000
914465060,13265,CulDSac,Mitchel,1Fam,2002,Y,1689,2,0,3,7,2,Gd,3,271000
914467050,11050,Inside,Mitchel,1Fam,1996,Y,1820,2,1,3,8,1,TA,3,213000
914475020,9880,Inside,Mitchel,1Fam,1977,Y,1118,1,0,3,6,1,Po,1,171000
914476010,10125,Inside,Mitchel,1Fam,1977,Y,1279,2,0,3,6,2,Fa,2,171500
914476080,10260,Inside,Mitchel,Duplex,1976,Y,1872,2,2,4,8,0,,2,100000
914476450,9990,Inside,Mitchel,1Fam,1991,Y,1689,2,0,3,6,1,TA,2,228500
916125425,164660,Corner,Timber,2fmCon,1965,Y,1786,2,0,3,7,2,Gd,2,228950
916226030,4084,Inside,Timber,TwnhsE,1986,Y,1501,2,0,2,6,1,TA,2,241500
916325080,15498,Corner,Timber,1Fam,1976,Y,2898,2,0,2,10,1,Gd,2,287000
916380060,11563,Inside,Timber,1Fam,2006,Y,1537,2,0,3,8,0,,3,294000
916382120,9520,Inside,Timber,1Fam,2007,Y,1646,2,0,3,7,1,Gd,3,293077
916384100,12852,Corner,Timber,1Fam,2007,Y,1780,2,1,3,6,1,Gd,2,264966
916386040,9802,Inside,Timber,1Fam,2006,Y,1442,2,1,3,6,0,,2,172500
916386080,9735,Inside,Timber,1Fam,2006,Y,1394,2,1,3,7,0,,2,167500
916386180,12018,Corner,Timber,1Fam,2008,Y,1612,2,1,3,6,0,,3,218689
916402015,12890,Inside,Timber,1Fam,1989,Y,1495,2,0,3,8,1,TA,2,150000
916402115,12416,Inside,Timber,1Fam,1986,Y,1651,2,0,3,7,1,TA,2,184000
916402215,18265,Corner,Timber,1Fam,1986,Y,1256,2,0,3,6,1,Fa,2,180000
916403230,10200,Inside,Timber,1Fam,1988,Y,1509,2,0,3,5,1,Fa,2,175000
916455120,11202,Inside,Timber,1Fam,2003,Y,1440,2,0,3,7,1,TA,2,232500
916460060,7915,Inside,Timber,1Fam,1999,Y,1675,2,0,3,6,0,,2,195000
916477020,12244,Inside,Timber,1Fam,2003,Y,2262,2,1,4,10,2,Gd,3,305000
921126030,11449,Inside,Timber,1Fam,2007,Y,1728,2,0,3,7,1,Gd,2,298751
921201060,11447,Inside,Timber,1Fam,2005,Y,1964,2,1,3,7,1,Gd,3,370000
923202005,8940,Corner,Mitchel,Duplex,1997,Y,1344,2,0,2,8,0,,4,209200
923202015,7060,Inside,Mitchel,Duplex,1997,Y,1344,2,0,2,8,0,,4,206300
923202137,9278,FR2,Mitchel,1Fam,2007,Y,1092,1,0,2,5,0,,0,146000
923203140,4500,FR2,Mitchel,TwnhsE,1997,Y,1189,2,0,2,4,0,,2,160500
923204040,14137,Corner,Mitchel,1Fam,1964,Y,1200,1,0,3,6,0,,3,173000
923225080,4224,Inside,MeadowV,TwnhsE,1975,Y,1040,1,0,3,6,0,,2,124000
923225150,2665,Inside,MeadowV,TwnhsE,1976,Y,1304,1,1,3,4,1,Gd,1,115000
923225200,2665,Inside,MeadowV,TwnhsE,1976,Y,1475,2,0,4,6,1,TA,1,129500
923225310,1974,Inside,MeadowV,Twnhs,1973,Y,988,1,0,2,5,0,,1,105000
923225370,1596,Inside,MeadowV,Twnhs,1973,Y,988,1,0,1,4,1,Po,1,94900
923227030,17979,Corner,Mitchel,1Fam,1968,Y,1160,1,0,3,6,0,,1,152500
923228080,1477,Inside,MeadowV,Twnhs,1970,Y,1092,2,1,3,6,0,,0,98000
923228420,1890,Inside,MeadowV,Twnhs,1972,Y,630,1,0,1,3,0,,0,81000
923250210,21750,Inside,Mitchel,1Fam,1954,Y,988,1,0,2,4,0,,2,113000
923252100,6490,Inside,Mitchel,1Fam,1983,Y,816,1,0,2,4,0,,1,128500
923275090,6951,CulDSac,Mitchel,1Fam,1984,Y,923,1,0,3,5,0,,1,119500
923277030,6600,Inside,Mitchel,1Fam,1982,Y,816,1,0,3,5,1,Ex,1,130500
923277040,6600,Inside,Mitchel,1Fam,1982,Y,816,1,0,2,4,0,,2,138000
923277080,6600,Inside,Mitchel,1Fam,1982,Y,845,1,0,3,6,0,,1,134500
923400040,12508,Inside,Mitchel,1Fam,1940,Y,1750,2,0,4,7,0,,1,160000
923426010,12395,Corner,Mitchel,1Fam,1984,Y,889,1,0,3,6,0,,2,137500
924100020,11075,Inside,Mitchel,1Fam,1969,Y,1968,2,1,4,7,1,Po,2,172000
1007100110,56600,Inside,IDOTRR,1Fam,1900,Y,1836,2,0,4,7,0,,1,103000
526352080,10667,Inside,NAmes,1Fam,1971,Y,1587,2,0,3,7,1,Gd,2,167300
526352090,10628,Inside,NAmes,1Fam,1970,Y,1277,1,0,2,5,1,Po,2,167000
526355170,13651,Inside,NAmes,1Fam,1973,Y,2223,2,0,3,8,2,Gd,2,244000
526355190,15865,Inside,NAmes,1Fam,1970,Y,2217,2,0,4,8,1,TA,2,268000
527105140,12394,Corner,Gilbert,1Fam,2003,Y,1733,2,1,3,7,1,Gd,2,225000
527107040,10364,Inside,Gilbert,1Fam,1995,Y,1572,2,1,3,7,1,TA,2,168000
527110080,13869,Corner,Gilbert,1Fam,1997,Y,1470,2,0,3,6,0,,2,177000
527110120,8773,Inside,Gilbert,1Fam,1997,Y,1600,2,1,3,7,1,TA,2,169000
527110130,8872,Inside,Gilbert,1Fam,1997,Y,1384,2,1,3,7,1,TA,2,161500
527126030,5330,Inside,StoneBr,TwnhsE,2000,Y,1652,2,0,2,6,0,,2,251000
527158090,10147,CulDSac,Gilbert,1Fam,1994,Y,1694,2,1,3,7,1,TA,2,160000
527161090,8637,Inside,Gilbert,1Fam,1999,Y,1714,2,1,3,7,1,TA,2,180000
527162080,7875,Inside,Gilbert,1Fam,1996,Y,1553,2,1,3,6,0,,2,178750
527162090,7875,Inside,Gilbert,1Fam,1995,Y,1253,2,0,3,6,1,TA,2,176000
527162140,7500,Inside,Gilbert,1Fam,1999,Y,2299,3,1,5,7,1,TA,2,204000
527163080,9556,Corner,Gilbert,1Fam,1992,Y,1187,2,0,3,6,0,,2,160000
527165020,10784,FR2,Gilbert,1Fam,1991,Y,1472,2,1,3,7,1,TA,2,160000
527165100,9125,Inside,Gilbert,1Fam,1992,Y,1482,2,1,3,7,1,TA,2,163900
527165170,7655,CulDSac,Gilbert,1Fam,1993,Y,1642,2,1,3,7,1,TA,2,168000
527175130,18160,Inside,Gilbert,1Fam,1964,Y,1128,1,0,3,6,1,TA,2,154204
527182040,3696,Inside,StoneBr,TwnhsE,1986,Y,1088,1,1,2,5,0,,2,170000
527182170,5062,CulDSac,StoneBr,TwnhsE,1984,Y,2090,2,0,3,6,1,TA,2,207500
527184020,4740,Inside,StoneBr,TwnhsE,1988,Y,1179,2,0,2,5,0,,2,182000
527184110,5118,Inside,StoneBr,TwnhsE,1990,Y,1321,1,0,1,4,1,TA,2,212000
527210060,14157,Corner,StoneBr,1Fam,2005,Y,1922,2,0,3,8,1,Gd,3,377426
527212060,12328,Inside,StoneBr,1Fam,2005,Y,2541,3,1,4,10,1,Gd,3,349265
527216080,51974,CulDSac,StoneBr,1Fam,2006,Y,2338,2,1,4,8,2,Gd,3,591587
527226040,41600,FR2,Gilbert,2fmCon,1969,Y,1424,1,1,3,7,0,,3,155000
527252050,8035,Inside,StoneBr,TwnhsE,2006,Y,1612,2,0,2,6,1,Gd,2,319900
527252070,8089,Inside,StoneBr,1Fam,2007,Y,1419,2,0,2,7,1,Gd,2,392000
527256030,14082,Inside,StoneBr,1Fam,2006,Y,2234,1,1,1,7,1,Gd,2,441929
527256040,13870,Inside,StoneBr,1Fam,2006,Y,2042,2,0,3,8,1,Gd,3,455000
527301080,12546,Corner,NWAmes,1Fam,1981,Y,1440,2,0,3,7,1,TA,2,182900
527301280,10960,Inside,NWAmes,1Fam,1984,Y,1284,2,0,3,5,0,,2,174000
527302020,12090,Inside,NWAmes,1Fam,1984,Y,1868,3,1,3,7,1,TA,2,178000
527302060,12090,Inside,NWAmes,1Fam,1981,Y,1479,2,1,3,6,1,TA,2,176000
527302090,12299,Inside,NWAmes,1Fam,1978,Y,1664,2,0,3,7,1,TA,2,213000
527325090,11339,Inside,NWAmes,1Fam,1979,Y,1930,2,1,4,9,1,TA,2,192000
527325110,11952,Inside,NWAmes,1Fam,1977,Y,1969,2,1,3,8,1,Gd,2,190000
527327050,12046,Inside,NWAmes,1Fam,1976,Y,2030,2,1,4,8,1,TA,2,195000
527328020,10395,FR2,NWAmes,1Fam,1978,Y,1032,2,0,3,6,1,TA,2,148000
527328050,11850,FR2,NWAmes,1Fam,1984,Y,1177,2,0,3,6,0,,2,151500
527353080,11584,Inside,NWAmes,1Fam,1979,Y,1725,2,1,3,6,1,TA,2,197000
527354050,10400,Inside,NWAmes,1Fam,1979,Y,1353,2,0,2,5,1,TA,2,192350
527356050,10793,Inside,NWAmes,1Fam,1969,Y,1620,2,1,4,7,0,,2,152000
527357020,13001,Inside,NWAmes,1Fam,1971,Y,1220,2,0,2,6,1,TA,2,170000
527358060,12243,Inside,NWAmes,1Fam,1971,Y,1484,2,0,3,7,1,TA,2,175000
527359010,11700,Inside,NWAmes,1Fam,1968,Y,1743,1,2,3,7,1,Gd,2,175000
527359080,12384,CulDSac,NWAmes,1Fam,1976,Y,1935,2,1,3,7,1,TA,2,197900
527359160,8991,CulDSac,NWAmes,1Fam,1976,Y,1324,2,0,3,5,1,Fa,2,174000
527377110,8000,Inside,NWAmes,1Fam,1974,Y,1877,2,1,4,8,1,TA,2,178900
527402090,10500,FR2,NAmes,1Fam,1971,Y,1109,1,0,3,5,0,,1,139000
527402150,10530,Corner,NAmes,1Fam,1971,Y,981,1,1,3,5,0,,2,143250
527402240,7472,CulDSac,NAmes,1Fam,1972,Y,1479,1,1,4,7,0,,2,184000
527403310,9457,Inside,NAmes,1Fam,1970,Y,1422,1,0,3,7,0,,2,155000
527404050,7920,Inside,NAmes,1Fam,1970,Y,914,1,0,3,5,0,,1,133000
527404100,9758,Inside,NAmes,1Fam,1971,Y,950,1,0,3,5,0,,1,119500
527404140,8294,Inside,NAmes,1Fam,1971,Y,872,1,0,3,5,0,,4,123000
527404150,7340,Inside,NAmes,1Fam,1971,Y,858,1,0,2,4,0,,1,110000
527425025,17199,FR2,NAmes,1Fam,1961,Y,914,1,0,2,4,0,,1,128000
527425140,9000,FR2,NAmes,1Fam,1971,Y,864,1,0,3,5,0,,2,120500
527427090,4058,Inside,NAmes,TwnhsE,1998,Y,767,1,0,1,4,0,,1,133000
527427160,4113,Inside,NAmes,TwnhsE,2001,Y,1337,2,0,2,5,1,TA,2,155000
527427200,10943,FR2,NAmes,TwnhsE,1997,Y,1337,2,0,2,5,1,TA,2,177000
527450030,2205,Inside,BrDale,Twnhs,1973,Y,1092,1,1,3,6,0,,1,113500
527450150,1890,Inside,BrDale,Twnhs,1973,Y,1218,1,1,3,7,0,,1,113000
527450220,2058,Inside,BrDale,Twnhs,1973,Y,1218,1,1,4,7,0,,1,113700
527451020,2016,Inside,BrDale,TwnhsE,1970,Y,1302,2,1,3,6,0,,2,106000
527451170,1920,Inside,BrDale,TwnhsE,1971,Y,1365,1,1,2,6,0,,2,122500
527452100,4928,Inside,NPkVill,TwnhsE,1976,Y,958,2,0,2,5,1,TA,2,128000
527453010,2308,Corner,NPkVill,TwnhsE,1976,Y,1548,2,1,3,7,1,TA,2,155000
527455030,2304,Inside,NPkVill,Twnhs,1978,Y,1055,2,0,2,4,0,,1,142500
527455250,7150,Inside,NAmes,1Fam,1966,Y,988,1,0,3,5,0,,1,129250
528102050,12469,FR2,NridgHt,1Fam,2006,Y,1816,2,0,3,7,1,Gd,3,356000
528102090,11694,Inside,NridgHt,1Fam,2007,Y,1828,2,0,3,9,1,Gd,3,314813
528102100,12030,Inside,NridgHt,1Fam,2007,Y,1694,2,0,3,7,0,,3,318000
528102120,11825,Inside,NridgHt,1Fam,2006,Y,1694,2,0,3,7,1,Gd,3,322400
528102130,12085,Inside,NridgHt,1Fam,2007,Y,1734,2,0,3,7,1,Gd,3,318000
528104010,14333,Corner,NridgHt,1Fam,2007,Y,2122,2,1,2,7,1,Ex,3,345474
528106040,14450,Inside,NridgHt,1Fam,2006,Y,2121,2,1,3,8,1,Ex,3,415298
528106050,13641,Inside,NridgHt,1Fam,2007,Y,2656,2,1,3,8,1,Gd,3,492000
528106060,13440,Inside,NridgHt,1Fam,2006,Y,2550,2,1,4,11,1,Gd,3,338931
528106110,15431,Inside,NridgHt,1Fam,2005,Y,2046,2,1,2,7,2,Gd,3,450000
528108160,14154,Corner,NridgHt,1Fam,2006,Y,2172,2,1,3,9,1,Gd,3,280000
528110040,13891,Inside,NridgHt,1Fam,2007,Y,2552,2,0,3,8,2,Ex,3,479069
528110070,14226,Corner,NridgHt,1Fam,2006,Y,1973,2,0,3,9,1,Gd,3,395000
528110100,13693,Inside,NridgHt,1Fam,2006,Y,2643,2,1,3,9,1,Gd,3,380000
528112150,11428,Inside,NridgHt,1Fam,2006,Y,1634,2,0,3,7,1,Gd,3,250000
528114050,14977,Inside,NridgHt,1Fam,2006,Y,1976,2,0,2,7,1,Ex,3,440000
528118040,13654,CulDSac,NridgHt,1Fam,2005,Y,2758,2,1,4,9,1,Ex,3,418000
528118050,17169,CulDSac,NridgHt,1Fam,2007,Y,2290,2,1,2,7,1,Gd,3,500067
528120010,16659,Corner,NridgHt,1Fam,2007,Y,2152,2,1,3,7,1,Gd,2,260116
528120150,9591,Inside,NridgHt,1Fam,2004,Y,2473,2,1,4,9,1,Gd,3,317000
528142050,9709,Inside,NridgHt,1Fam,2007,Y,2100,2,1,3,8,2,Gd,3,319500
528144050,10562,Inside,NridgHt,1Fam,2007,Y,2161,1,1,3,8,1,Gd,3,325624
528150040,13615,Corner,NridgHt,1Fam,2006,Y,1802,2,1,3,7,1,Gd,3,372000
528150110,13069,Inside,NridgHt,1Fam,2004,Y,2956,2,1,5,11,1,Ex,3,342000
528150120,12099,Inside,NridgHt,1Fam,2004,Y,2468,2,1,4,10,1,Gd,3,354000
528166150,14277,Inside,NridgHt,1Fam,2003,Y,2385,2,1,3,7,1,Gd,3,350000
528168040,11999,Inside,NridgHt,1Fam,2003,Y,2374,2,1,4,10,1,Gd,3,285000
528172030,12568,Inside,NridgHt,1Fam,2007,Y,1818,2,1,3,8,1,Gd,3,281500
528172050,9926,Inside,NridgHt,1Fam,2005,Y,1614,2,0,3,7,0,,3,245700
528172070,9254,Inside,NridgHt,1Fam,2005,Y,1721,2,0,3,7,0,,2,232698
528172075,10732,Corner,NridgHt,1Fam,2006,Y,1828,2,1,3,7,0,,3,250000
528174010,7577,Corner,NridgHt,TwnhsE,2005,Y,1362,2,0,2,6,1,Gd,2,194700
528174020,3901,Inside,NridgHt,Twnhs,2005,Y,1302,1,1,1,5,1,Gd,2,204000
528174030,3903,Inside,NridgHt,Twnhs,2005,Y,1302,1,1,1,5,1,Gd,2,200000
528174040,6289,Inside,NridgHt,TwnhsE,2005,Y,1362,2,0,2,6,1,Gd,2,207000
